fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
0.782051258,0.61111113,0.274999999,0.64285716,0.848837218,0.3809524,0.23728813,1,0.481012622,0.970149282,0.288461465,0.6666667
0.576923126,0.750000019,0,0.607142823,0.720930242,0.23809524,0.16949153,0.939579107,0.569620132,0.746268627,0.192307619,0.6666667
0.397435873,0.605555579,0,0.53571432,0.651162832,0.16666667,0.11016949,0.738166124,0.468354406,0.597014946,0.17307696,0.33333334
1,0.455555524,0.987500027,1,0.999999969,0.52380955,0.60169494,1,0.354430464,0.656716383,0.884615385,0.33333334
0.19230768,0.099999993,0.500000007,0.17857142,0.372093019,0.9404762,1,0.113794883,0.443037975,0.38805965,0.67307685,0.6666667
0.269230745,0.7,0.0125,0.53571432,0.511627926,0.3809524,0.22033899,0.546831294,0.82278475,0.417910458,0.846153883,0.6666667
0.884615385,0.322222218,0.649999976,0.75,0.5348837,0.6666667,0.41525424,1,0.45569619,0.820895512,0.5,0.33333334
0.756410256,0.333333319,0.825000033,0.732142874,0.953488333,0.26190478,0.19491525,0.697883528,0.430379759,0.626865664,0.634615348,1
0.935897387,0.344444452,0.825000033,0.785714252,0.872092993,0.21428572,0.1440678,1,0.316455817,0.776119434,0.384615311,1
1,0.288888884,0.825000033,0.607142823,0.627906971,0.21428572,0.29661018,1,0.341772248,0.522388061,0.269230806,0.6666667
0.461538437,0.644444431,0.287500005,0.392857143,0.755813947,0.30952382,0.63559324,0.728099977,0.36708868,0.552238779,0.192307619,0.33333334
0.512820562,0.366666653,0.387500003,0.607142823,0.604651197,0.47619048,0.37288135,0.818731317,0.594936564,0.865671678,0.288461465,0.6666667
0.935897387,0.511111093,0.825000033,0.571428571,0.441860429,0.11904762,0.26271185,0.919434807,0.189873357,0.343283573,0.307692308,0.33333334
1,0.377777787,0.787499994,0.392857143,0.430232585,0.11904762,0.076271184,0.879152211,0.113924063,0.805970153,0.346153809,0.33333334
1,0.550000011,0.825000033,1,0.569767405,0.14285715,0.30508474,1,0.215189789,0.597014946,0.307692308,1
0.692307692,0.333333319,0.625,0.892857177,0.848837218,0.14285715,0.12711865,0.788520871,0.45569619,0.895522397,0.653846191,0.6666667
1,0.550000011,0.825000033,1,0.569767405,0.14285715,0.30508474,1,0.215189789,0.597014946,0.307692308,1
0.743589695,0.505555542,0.762500018,0.607142823,0.488372065,0.23809524,0.15254237,1,0.329114033,0.53731342,0.115384615,0.33333334
0.730769255,0.244444448,0.649999976,0.678571412,1,0.33333334,0.58474576,0.979861703,0.354430464,0.462686535,0.192307619,0.33333334
0.615384566,0.166666679,0.662499964,0.53571432,0.46511629,0.11904762,0.10169491,0.617324338,0.379746896,1,0.692307692,1
0.294871807,0.716666651,0.024999999,0.499999983,0.337209314,0.8095238,0.48305085,0.748238274,0.848101181,0.671641742,0.288461465,0.33333334
0.423076935,0.133333327,0.500000007,0.250000009,0.255813974,0.23809524,0.16101696,0.667673081,0.531645485,0.805970153,0.057692271,0.6666667
0.576923126,0.177777779,0.599999987,0.321428554,0.38372095,0.5952381,0.33898306,0.667673081,0.531645485,1,0.423076996,0.6666667
0.358974371,0.477777791,0.274999999,0.464285731,0.837209288,0.26190478,0.55932206,0.587107888,0.189873357,0.447761176,0.153846117,0.33333334
1,0.322222218,0.787499994,1,0.639534902,0.11904762,0.34745762,1,0.139240494,0.716417908,0.461538498,0.6666667
0.884615385,0.466666691,0.887499973,1,1,0.11904762,0.076271184,0.838869614,0.139240494,0.746268627,0.653846191,1
0.884615385,0.366666653,0.625,0.75,0.511627926,0.42857143,0.34745762,1,0.45569619,1,0.5,0.6666667
0.615384566,0.166666679,0.662499964,0.53571432,0.46511629,0.11904762,0.10169491,0.617324338,0.379746896,1,0.692307692,1
0.871794823,0.561111111,0.825000033,1,0.627906971,0.11904762,0.15254237,0.879152211,0.265822652,0.985074641,0.942307729,0.6666667
0.474358999,0.333333319,0.474999994,0.571428571,0.697674381,0.54761904,0.45762712,0.788520871,0.518987269,0.552238779,0.461538498,0.6666667
0.474358999,0.155555545,0.524999984,0.392857143,0.5348837,0.23809524,0.1779661,0.738166124,0.392405112,0.701492549,0.192307619,0.6666667
1,0.327777769,0.850000009,0.714285748,0.593023266,0.3809524,0.31355932,1,0.202531573,0.701492549,0.307692308,0.6666667
0.474358999,0.155555545,0.524999984,0.392857143,0.5348837,0.23809524,0.1779661,0.738166124,0.392405112,0.701492549,0.192307619,0.6666667
0.474358999,0.155555545,0.524999984,0.392857143,0.5348837,0.23809524,0.1779661,0.738166124,0.392405112,0.701492549,0.192307619,0.6666667
0.397435873,0.433333323,0.350000001,0.428571395,0.616279041,0.52380955,0.40677965,0.79859302,0.658227945,0.611940305,0.153846117,0.33333334
0.358974371,0.566666661,0.0875,0.53571432,0.651162832,0.23809524,0.26271185,0.788520871,0.67088616,0.641791024,0.249999963,0.6666667
0.410256435,0.466666691,0.324999988,0.392857143,0.627906971,0.52380955,0.3559322,0.808659168,0.645569729,0.611940305,0.153846117,0.6666667
0.474358999,0.600000029,0.187500007,0.357142849,0.523255856,0.3809524,0.30508474,0.718027827,0.518987269,0.313432854,0.230769304,0.6666667
0.410256435,0.377777787,0.324999988,0.357142849,0.627906971,0.52380955,0.3983051,0.808659168,0.67088616,0.611940305,0.153846117,0.6666667
0.64102569,0.288888884,0.387500003,0.571428571,0.720930242,0.35714287,0.3644068,0.818731317,0.36708868,0.552238779,0.307692308,1
0.128205116,0.811111138,0.062500001,0.17857142,0.127906998,0.26190478,0.69491524,0.234642673,0.835442966,0.731343268,0.865384542,1
1,0.327777769,0.850000009,0.714285748,0.593023266,0.3809524,0.31355932,1,0.202531573,0.701492549,0.307692308,0.6666667
0.628205128,0.277777783,0.649999976,0.392857143,0.558139561,0.11904762,0.16949153,0.79859302,0.354430464,0.268656688,0.211538462,0.33333334
0.487179438,0.605555579,0.762500018,0.392857143,0.906976784,0.2857143,0.7542373,0.697883528,0.329114033,0.313432854,0.134615458,0.33333334
1,0.53333336,0.81249997,0.499999983,0.337209314,0.11904762,0.16101696,0.969789553,0.164556926,0.358208932,0.288461465,0.33333334
0.948717949,0.277777783,0.949999988,1,0.372093019,0.14285715,0.27118644,1,0.405063327,0.402985099,0.884615385,1
0.256410244,0.683333349,0.024999999,1,1,1,1,0.939579107,0.721519024,0.298507406,0.288461465,0.33333334
0.884615385,0.522222193,0.737499967,0.607142823,0.616279041,0.2857143,0.3644068,0.879152211,0.354430464,0.477611894,0.5,0.6666667
0.884615385,0.522222193,0.737499967,0.607142823,0.616279041,0.2857143,0.3644068,0.879152211,0.354430464,0.477611894,0.5,0.6666667
0.525641001,0.716666651,0.274999999,0.499999983,0.348837245,0.1904762,0.30508474,0.627390485,0.253164436,0.328358214,0.192307619,0.33333334
0.256410244,0.683333349,0.024999999,1,1,1,1,0.939579107,0.721519024,0.298507406,0.288461465,0.33333334
0.397435873,0.155555545,0.375000015,0.285714303,0.290697679,0.45238096,0.27118644,0.486404399,0.493670838,0.208955207,0.461538498,0.6666667
0.97435895,0.399999988,0.675000027,0.607142823,0.593023266,0.42857143,0.4915254,1,0.253164436,0.417910458,0.403846154,0.6666667
0.871794823,0.53333336,0.612500012,0.64285716,0.593023266,0.21428572,0.29661018,0.939579107,0.316455817,0.447761176,0.403846154,0.6666667
0.397435873,0.633333331,0.062500001,0.64285716,0.476744221,0.33333334,0.1779661,0.738166124,0.45569619,0.417910458,0.134615458,0.33333334
0.525641001,0.211111114,0.57500001,0.17857142,0.290697679,0.23809524,0.16101696,0.657600932,0.582278348,0.641791024,0.32692315,0.6666667
0.666666691,0.355555553,0.587499999,0.571428571,0.337209314,0.1904762,0.18644068,0.808659168,0.430379759,0.477611894,0.461538498,0.6666667
0.948717949,0.299999984,0.825000033,0.75,0.686046537,0.26190478,0.20338982,0.959717404,0.354430464,0.447761176,0.461538498,1
0.743589695,0.244444448,0.724999979,1,1,0.11904762,0.084745765,0.697883528,0.36708868,0.552238779,0.557692344,0.6666667
1,0.377777787,0.612500012,1,0.418604655,0.5952381,0.3644068,0.808659168,0.189873357,0.358208932,0.230769304,0
0.564102564,0.344444452,0.425000004,0.571428571,0.5348837,0.5952381,0.6779661,0.869086063,0.607595082,0.432835817,0.211538462,0.6666667
0.576923126,0.366666653,0.437499993,0.53571432,0.5348837,0.52380955,0.6101695,0.869086063,0.607595082,0.432835817,0.211538462,0.33333334
0.320512808,0.683333349,0.199999996,0.357142849,0.767441878,0.33333334,0.60169494,0.657600932,0.468354406,0.462686535,0.17307696,0.33333334
0.679487131,0.311111118,0.662499964,1,0.732558173,0.11904762,0.11016949,0.859013914,0.468354406,0.731343268,0.634615348,1
0.538461563,0.444444423,0.425000004,0.64285716,0.616279041,0.54761904,0.9830508,0.818731317,0.45569619,0.417910458,0.211538462,0.33333334
0.512820562,0.672222249,0.299999993,1,0.965116264,0.71428573,1,1,0.531645485,1,0.17307696,0.33333334
0.769230818,0.399999988,0.799999982,0.464285731,0.895348854,0.11904762,0.118644066,0.697883528,0.45569619,0.492537343,0.634615348,0.6666667
0.307692308,0.511111093,0.149999997,0.357142849,0.662790676,0.78571427,1,0.556897442,0.683544376,0.223880566,0.403846154,0.33333334
0.935897387,0.288888884,0.637499988,0.392857143,1,0.14285715,0.118644066,0.959717404,0.430379759,0.641791024,0.384615311,0.6666667
0.282051307,0.722222201,0,0.321428554,0.372093019,0.78571427,0.3898305,0.758310424,0.91139226,0.522388061,0.288461465,0.33333334
0.628205128,0.488888892,0.412500016,0.53571432,0.639534902,0.8095238,0.5169492,0.718027827,0.481012622,0.597014946,0.653846191,1
0.256410244,0.799999971,0.037499999,0.499999983,0.290697679,0.7380952,0.3559322,0.516614845,0.784810102,0.343283573,0.750000037,1
0.397435873,0.933333309,0.250000004,0.392857143,0.151162772,0.33333334,0.45762712,0.546831294,0.582278348,0.164179085,0.480769157,0.33333334
0.756410256,0.133333327,0.587499999,0.428571395,0.372093019,0.11904762,0.15254237,0.778448721,0.316455817,0.85074623,0.5,1
0.397435873,0.933333309,0.250000004,0.392857143,0.151162772,0.33333334,0.45762712,0.546831294,0.582278348,0.164179085,0.480769157,0.33333334
0.256410244,0.799999971,0.037499999,0.499999983,0.290697679,0.7380952,0.3559322,0.516614845,0.784810102,0.343283573,0.750000037,1
0.230769243,0.61111113,0.099999998,0.428571395,0.127906998,0.42857143,0.3559322,0.486404399,0.746835455,0.238805969,0.576923004,0.6666667
0.628205128,0.733333302,0.274999999,0.357142849,0.499999995,0.11904762,0.22033899,0.879152211,0.45569619,0.343283573,0.423076996,0.6666667
0.576923126,0.444444423,0.412500016,0.142857126,0.418604655,0.1904762,0.20338982,0.778448721,0.430379759,0.402985099,0.17307696,0.33333334
1,0.799999971,0.787499994,0.53571432,0.627906971,0.2857143,0.2457627,0.969789553,0.253164436,0.402985099,0.384615311,0.6666667
0.756410256,0.133333327,0.587499999,0.428571395,0.372093019,0.11904762,0.15254237,0.778448721,0.316455817,0.85074623,0.5,1
0.410256435,0.477777791,0.437499993,0.464285731,0.46511629,0.47619048,0.5084746,0.738166124,0.443037975,0.343283573,0.153846117,0.33333334
0.935897387,0.277777783,0.862499997,0.499999983,0.511627926,0.26190478,0.15254237,0.577041741,0.126582278,0.477611894,0.846153883,0.6666667
0.987179512,0.299999984,0.787499994,0.499999983,0.662790676,0.11904762,0.10169491,1,0.329114033,0.238805969,0.211538462,0.33333334
0.743589695,0.322222218,0.687500015,0.821428588,0.488372065,0.5,0.40677965,0.959717404,0.316455817,0.835820871,0.288461465,0.6666667
0.987179512,0.299999984,0.787499994,0.499999983,0.662790676,0.11904762,0.10169491,1,0.329114033,0.238805969,0.211538462,0.33333334
0.435897436,0.61111113,0.375000015,0.392857143,0.302325566,0.88095236,0.47457626,0.577041741,0.45569619,0.343283573,0.346153809,0.6666667
0.833333382,0.366666653,0.912500024,0.821428588,0.372093019,0.11904762,0.13559322,0.859013914,0.341772248,0.492537343,0.538461502,0.6666667
0.743589695,0.322222218,0.687500015,0.821428588,0.488372065,0.5,0.40677965,0.959717404,0.316455817,0.835820871,0.288461465,0.6666667
0.307692308,0.555555561,0.225000009,0.214285714,0.325581384,0.14285715,0.37288135,0.506548698,0.227848005,0.402985099,0.17307696,0.33333334
1,0.211111114,0.900000036,0.464285731,0.441860429,0.11904762,0.19491525,0.869086063,0,0.731343268,0.269230806,1
0.935897387,0.311111118,0.81249997,0.446428605,0.39534888,0.14285715,0.1779661,0.879152211,0.202531573,0.522388061,0.557692344,0.6666667
1,0.62777778,0.949999988,1,0.767441878,0.11904762,0.31355932,1,0.0632912,0.522388061,0.538461502,1
0.692307692,0.355555553,0.612500012,0.64285716,0.499999995,0.23809524,0.11016949,0.627390485,0.417721543,0.447761176,0.615384689,1
0.089743614,0.499999992,0.0125,0.285714303,0.232558156,0.0952381,0.1779661,0.335346163,0.848101181,0.761193986,0.788461538,1
0.628205128,0.683333349,0.125000002,0.428571395,0.523255856,0.11904762,0.21186441,0.859013914,0.417721543,0.343283573,0.32692315,0.6666667
1,0.288888884,0.75000003,0.607142823,0.546511631,0.71428573,0.55932206,0.959717404,0.253164436,0.597014946,0.403846154,0.33333334
0.602564127,0.399999988,0.36249999,0.428571395,1,0.11904762,0.084745765,0.677745231,0.405063327,0.582089587,0.538461502,0.33333334
0.512820562,0.455555524,0.274999999,0.392857143,0.767441878,0.14285715,0.1779661,0.667673081,0.379746896,0.343283573,0.346153809,0.6666667
0.935897387,0.299999984,0.862499997,0.678571412,0.709302312,0.3809524,0.2457627,0.939579107,0.253164436,0.417910458,0.461538498,0.6666667
0.935897387,0.299999984,0.862499997,0.678571412,0.709302312,0.3809524,0.2457627,0.939579107,0.253164436,0.417910458,0.461538498,0.6666667
0.487179438,0.277777783,0.662499964,0.321428554,1,0.1904762,0.16949153,0.788520871,0.202531573,1,0.134615458,0.6666667
0.282051307,0.488888892,0.037499999,0.285714303,0.581395336,0.4047619,0.2457627,0.677745231,0.683544376,0.447761176,0.307692308,0.6666667
0.743589695,0.233333348,0.787499994,0.678571412,0.581395336,0.0952381,0.13559322,0.979861703,0.45569619,0.611940305,0.538461502,1
0.307692308,0.122222227,0.500000007,0.250000009,0.337209314,0.47619048,0.5169492,0.516614845,0.759493671,0.447761176,0.519230843,0.33333334
0.858974383,0.555555561,0.837500021,1,0.604651197,0.11904762,0.11016949,0.879152211,0.405063327,0.53731342,0.961538388,1
0.551282002,0.522222193,0.487499982,0.499999983,0.709302312,0.0952381,0.13559322,0.859013914,0.594936564,0.373134291,0.365384652,0.33333334
0.589743565,0.566666661,0.262499992,0.64285716,0.732558173,0.6666667,0.5,0.879152211,0.481012622,0.373134291,0.230769304,0.33333334
0.743589695,0.233333348,0.787499994,0.678571412,0.581395336,0.0952381,0.13559322,0.979861703,0.45569619,0.611940305,0.538461502,1
0.897435946,0.511111093,0.825000033,0.464285731,0.46511629,0.21428572,0.34745762,1,0.443037975,0.358208932,0.115384615,0
0.589743565,0.344444452,0.649999976,0.499999983,0.569767405,0.30952382,0.1440678,0.758310424,0.569620132,0.417910458,0.557692344,0.6666667
0.474358999,0.550000011,0.274999999,0.607142823,0.616279041,0.11904762,0.11016949,0.818731317,0.45569619,0.417910458,0.17307696,0.33333334
0.820512821,0.155555545,0.850000009,0.589285697,0.593023266,0.21428572,0.16101696,0.697883528,0.354430464,0.417910458,0.653846191,0.33333334
0.448717998,0.600000029,0.874999985,0.464285731,0.744186017,0.5714286,1,0.718027827,0.227848005,0.298507406,0.115384615,0.33333334
0.884615385,0.216666664,0.675000027,0.428571395,0.581395336,0.0952381,0.076271184,0.869086063,0.101265847,0.552238779,0.153846117,0.6666667
0.692307692,0.18888888,0.500000007,0.714285748,0.744186017,0.21428572,0.16949153,1,0.734177239,0.865671678,0.249999963,0.33333334
0.730769255,0.422222222,0.524999984,0.392857143,0.406976724,0.47619048,0.38135594,0.818731317,0.329114033,0.582089587,0.596153846,0.6666667
0.538461563,0.377777787,0.562499985,0.607142823,0.360465089,0.14285715,0.10169491,0.466266102,0.531645485,0.68656719,1,0.6666667
0.871794823,0.266666683,0.862499997,0.428571395,0.651162832,0.11904762,0.12711865,1,0.341772248,0.432835817,0.153846117,0.6666667
0.525641001,0.77777777,0.024999999,0.107142874,0.418604655,0.8333333,0.3559322,0.516614845,0.379746896,0.373134291,0.269230806,0.33333334
1,0.222222214,0.81249997,0.607142823,0.686046537,0.33333334,0.34745762,0.959717404,0.189873357,0.417910458,0.423076996,0.33333334
0.64102569,0.466666691,0.524999984,0.53571432,0.546511631,0.5714286,0.3898305,0.697883528,0.379746896,0.567164139,0.576923004,0.6666667
1,0.277777783,0.687500015,0.607142823,0.569767405,0.5714286,0.5254237,0.949645254,0.316455817,0.731343268,0.384615311,0.6666667
0.679487131,0.255555549,0.687500015,0.428571395,0.325581384,0.0952381,0.06779661,0.707955678,0.45569619,0.68656719,0.423076996,0.33333334
0.756410256,0.177777779,0.637499988,0.285714303,0.5348837,0.21428572,0.15254237,0.818731317,0.379746896,0.835820871,0.192307619,0.6666667
0.64102569,0.62222223,0.299999993,0.464285731,0.616279041,0.0952381,0.18644068,0.879152211,0.303797601,0.402985099,0.346153809,0.33333334
0.602564127,0.166666679,0.512499996,0.392857143,0.662790676,0.11904762,0.084745765,0.79859302,0.481012622,0.552238779,0.249999963,0.33333334
0.743589695,0.133333327,0.612500012,0.321428554,0.476744221,0.11904762,0.118644066,0.768376571,0.354430464,1,0.5,0.6666667
0.64102569,0.62222223,0.299999993,0.464285731,0.616279041,0.0952381,0.18644068,0.879152211,0.303797601,0.402985099,0.346153809,0.33333334
0.615384566,0.62777778,0.137499999,0.64285716,0.499999995,0.11904762,0.21186441,0.838869614,0.36708868,0.552238779,0.32692315,0.6666667
0.769230818,0.177777779,0.487499982,1,0.406976724,0.11904762,0.1440678,1,0.278480868,0.492537343,0.153846117,0.33333334
0.615384566,0.200000013,0.700000003,0.678571412,0.5348837,0.11904762,0.09322034,0.637462635,0.316455817,0.880597037,0.634615348,1
0.769230818,0.266666683,0.737499967,0.464285731,1,0.11904762,0.10169491,0.859013914,0.177215142,1,0.192307619,0.33333334
0.769230818,0.266666683,0.75000003,0.464285731,1,0.14285715,0.10169491,0.859013914,0.177215142,1,0.192307619,0.33333334
0.769230818,0.355555553,0.850000009,1,0.930232559,0.11904762,0.15254237,0.697883528,0.202531573,0.492537343,0.961538388,0.6666667
0.717948693,0.61111113,0.487499982,0.357142849,0.232558156,0.11904762,0.09322034,0.758310424,0.341772248,0.208955207,0.307692308,0.33333334
0.717948693,0.61111113,0.487499982,0.357142849,0.232558156,0.11904762,0.09322034,0.758310424,0.341772248,0.208955207,0.307692308,0.33333334
0.717948693,0.583333312,0.450000018,0.321428554,0.220930225,0.0952381,0.06779661,0.818731317,0.341772248,0.134328322,0.307692308,0.6666667
0.897435946,0.222222214,0.687500015,0.678571412,0.546511631,0.8095238,0.5169492,1,0.531645485,0.880597037,0.461538498,1
0.602564127,0.299999984,0.500000007,0.607142823,0.45348836,0.21428572,0.16949153,0.838869614,0.556961917,0.626865664,0.346153809,0.6666667
0.602564127,0.727777751,0.337500013,0.678571412,0.511627926,0.54761904,0.42372882,0.838869614,0.518987269,0.507462702,0.423076996,0.6666667
0.589743565,0.322222218,0.625,0.571428571,0.244186043,0.26190478,0.16101696,0.516614845,0.556961917,0.68656719,0.942307729,1
0.551282002,0.311111118,0.637499988,0.607142823,0.209302338,0.2857143,0.1779661,0.496476548,0.531645485,0.85074623,0.961538388,1
0.525641001,0.633333331,0.387500003,0.75,0.604651197,0.52380955,0.63559324,1,0.734177239,0.611940305,0.615384689,0.6666667
0.243589744,0.299999984,0.287500005,1,0.197674408,0.64285713,0.720339,0.516614845,0.683544376,0.328358214,0.711538535,0.6666667
0.782051258,0.255555549,0.662499964,0.607142823,0.418604655,0.0952381,0.084745765,0.718027827,0.316455817,0.477611894,0.5,1
0.410256435,0.444444423,0.3125,0.357142849,0.546511631,0.30952382,0.27118644,0.838869614,0.67088616,0.477611894,0.115384615,0.6666667
0.333333309,0.244444448,0.399999991,0.571428571,0.651162832,1,0.90677965,0.657600932,0.531645485,0.68656719,0.519230843,0.33333334
0.782051258,0.255555549,0.662499964,0.607142823,0.418604655,0.0952381,0.084745765,0.718027827,0.316455817,0.477611894,0.5,1
0.525641001,0.633333331,0.387500003,0.75,0.604651197,0.52380955,0.63559324,1,0.734177239,0.611940305,0.615384689,0.6666667
0.410256435,0.444444423,0.3125,0.357142849,0.546511631,0.30952382,0.27118644,0.838869614,0.67088616,0.477611894,0.115384615,0.6666667
0.743589695,0.355555553,0.912500024,1,0.46511629,0.88095236,0.59322035,0.89929651,0.341772248,0.776119434,0.692307692,1
0.743589695,0.355555553,0.912500024,1,0.46511629,0.88095236,0.59322035,0.89929651,0.341772248,0.776119434,0.692307692,1
0.756410256,0.155555545,0.587499999,0.357142849,0.511627926,0.11904762,0.15254237,0.758310424,0.354430464,1,0.480769157,1
0.756410256,0.133333327,0.524999984,0.321428554,0.499999995,0.11904762,0.13559322,0.758310424,0.392405112,1,0.461538498,1
0.717948693,0.411111122,0.787499994,0.714285748,0.441860429,0.21428572,0.16949153,0.677745231,0.329114033,0.671641742,0.788461538,1
0.743589695,0.133333327,0.57500001,0.321428554,0.476744221,0.11904762,0.12711865,0.758310424,0.443037975,1,0.461538498,1
0.846153822,0.61111113,0.687500015,0.499999983,0.581395336,0.11904762,0.059322033,1,0.341772248,0.567164139,0.211538462,0.6666667
0.692307692,0.522222193,0.387500003,0.464285731,0.651162832,0.5952381,0.47457626,0.939579107,0.354430464,0.447761176,0.346153809,0.6666667
1,0.18888888,0.9375,0.678571412,0.581395336,0.52380955,0.31355932,0.859013914,0.177215142,0.522388061,0.576923004,1
0.999999951,0.333333319,0.612500012,1,0.45348836,0.42857143,0.31355932,0.778448721,0.15189871,0.417910458,0.211538462,0.33333334
0.692307692,0.522222193,0.387500003,0.464285731,0.651162832,0.5952381,0.47457626,0.939579107,0.354430464,0.447761176,0.346153809,0.6666667
0.782051258,0.311111118,0.599999987,0.428571395,1,0.33333334,0.3644068,0.79859302,0.164556926,0.716417908,0.249999963,0.6666667
0.756410256,0.433333323,0.799999982,0.53571432,0.848837218,0.11904762,0.076271184,0.728099977,0.24050622,0.492537343,0.653846191,1
0.756410256,0.433333323,0.799999982,0.53571432,0.848837218,0.11904762,0.076271184,0.728099977,0.24050622,0.492537343,0.653846191,1
0.5,0.594444413,0.612500012,1,1,0.78571427,1,1,0.518987269,1,0.17307696,0.33333334
1,0.53333336,0.612500012,1,0.767441878,0.0952381,0.06779661,1,0.443037975,0.611940305,0.67307685,0.6666667
0.743589695,0.54444446,0.612500012,0.428571395,1,0.0952381,0.084745765,0.939579107,0.329114033,0.447761176,0,0
0.807692259,0.099999993,0.612500012,0.678571412,0.627906971,0.23809524,0.22033899,0.718027827,0.405063327,0.522388061,0.634615348,0.6666667
0.346153871,0.272222233,0.612500012,0.571428571,0.627906971,0.9047619,0.84745765,0.657600932,0.582278348,0.671641742,0.5,0.33333334
0.666666691,0.144444444,0.612500012,0.64285716,0.627906971,0.33333334,0.22881356,0.818731317,0.658227945,0.85074623,0.307692308,0.6666667
0.384615372,0.322222218,0.612500012,0.392857143,0.627906971,0.35714287,0.31355932,0.79859302,0.734177239,0.462686535,0.134615458,0.33333334
0.461538437,0.299999984,0.612500012,0.499999983,0.755813947,1,1,0.788520871,0.607595082,0.985074641,0.269230806,0.33333334
0.602564127,0.311111118,0.612500012,0.571428571,0.593023266,0.88095236,1,0.778448721,0.405063327,0.328358214,0.192307619,0.33333334
0.589743565,0.344444452,0.612500012,0.53571432,0.604651197,0.52380955,0.9322034,0.758310424,0.417721543,0.462686535,0.211538462,0.33333334
0.743589695,0.577777762,0.299999993,0.678571412,0.825581357,0.6666667,0.3983051,0.979861703,0.430379759,0.507462702,0.288461465,0.33333334
0.346153871,0.272222233,0.612500012,0.571428571,0.627906971,0.9047619,0.84745765,0.657600932,0.582278348,0.671641742,0.5,0.33333334
0.307692308,0.288888884,0.612500012,0.571428571,0.732558173,0.7619048,0.6694915,0.617324338,0.620253297,0.656716383,0.576923004,0.6666667
0.461538437,0.333333319,0.612500012,0.607142823,0.581395336,0.7380952,0.41525424,0.879152211,0.556961917,0.626865664,0.057692271,0.6666667
0.679487131,0.566666661,0.299999993,0.53571432,0.499999995,0.11904762,0.22881356,0.738166124,0.24050622,0.358208932,0.192307619,0.33333334
0.576923126,0.11111111,0.299999993,0.428571395,0.511627926,0,0.18644068,0.89929651,0.645569729,0.805970153,0.365384652,0.6666667
0.935897387,0.288888884,0.612500012,0.64285716,0.744186017,0.26190478,0.30508474,1,0.329114033,0.417910458,0.365384652,0.33333334
0.935897387,0.288888884,0.612500012,0.64285716,0.744186017,0.26190478,0.30508474,1,0.329114033,0.417910458,0.365384652,0.33333334
0.730769255,0.166666679,0.299999993,0.428571395,0.441860429,0.33333334,0.22881356,0.556897442,0.405063327,0.492537343,0.846153883,0.6666667
0.692307692,0.399999988,0.299999993,0.64285716,0.790697652,0.2857143,0.22033899,1,0.481012622,0.343283573,0.307692308,0.6666667
0.576923126,0.11111111,0.299999993,0.428571395,0.511627926,0,0.18644068,0.89929651,0.645569729,0.805970153,0.365384652,0.6666667
0.679487131,0.566666661,0.299999993,0.53571432,0.499999995,0.11904762,0.22881356,0.738166124,0.24050622,0.358208932,0.192307619,0.33333334
0.448717998,0.78333332,0.299999993,0.428571395,0.581395336,0.0952381,0.059322033,0.718027827,0.594936564,0.656716383,0.442307656,0.6666667
1,0.255555549,0.612500012,1,0.372093019,0.0952381,0.2457627,1,0.379746896,0.492537343,0.692307692,1
0.846153822,0.422222222,0.925000012,1,0.767441878,0.0952381,0.09322034,0.959717404,0.405063327,0.432835817,0.538461502,0.33333334
0.589743565,0.522222193,0.299999993,0.85714284,0.779069808,0.45238096,0.34745762,0.879152211,0.45569619,0.507462702,0.230769304,0.33333334
0.628205128,0.377777787,0.612500012,1,0.348837245,0.0952381,0.09322034,0.879152211,0.392405112,0.597014946,0.5,0.6666667
0.602564127,0.661111082,0.299999993,0.428571395,0.418604655,0.0952381,0.118644066,0.657600932,0.278480868,0.38805965,0.288461465,0.33333334
0.846153822,0.600000029,0.299999993,0.571428571,0.593023266,0.35714287,0.3983051,0.929506957,0.202531573,0.582089587,0.5,0.6666667
1,0.211111114,0.925000012,0.321428554,0.476744221,0.11904762,0.076271184,1,0,0.68656719,0,0.6666667
0.576923126,0.388888888,0.612500012,0.607142823,0.697674381,0.88095236,0.84745765,0.818731317,0.227848005,0.38805965,0.134615458,0.33333334
0.371794872,0.477777791,0.299999993,0.392857143,0.511627926,0.21428572,0.18644068,0.828803467,0.696202592,0.671641742,0.211538462,0.6666667
0.769230818,0.211111114,0.612500012,0.571428571,0.38372095,0.11904762,0.12711865,0.869086063,0.45569619,0.791044793,0.442307656,0.6666667
0.999999951,0.255555549,0.612500012,0.607142823,0.523255856,0.61904764,0.5338983,0.939579107,0.278480868,0.626865664,0.384615311,0.6666667
0.564102564,0.455555524,0.612500012,0.357142849,1,0.11904762,0.16101696,0.748238274,0.468354406,0.417910458,0.192307619,0.6666667
0.282051307,0.433333323,0.0125,0.428571395,0.46511629,0.1904762,0.16101696,0.577041741,0.544303701,0.343283573,0.211538462,0.6666667
0.615384566,0.344444452,0.299999993,0.678571412,0.674418607,0.30952382,0.33050847,0.79859302,0.36708868,0.597014946,0.307692308,0.6666667
0.628205128,0.377777787,0.299999993,0.64285716,0.674418607,0.30952382,0.3220339,0.79859302,0.278480868,0.611940305,0.307692308,0.6666667
